slot,policy,jain,jain_allocation,urban_jain,rural_jain,alpha_0,alpha_1,alpha_2,weighted_fairness,gini,max_min,mean_rate,cell_edge_rate,operator_imbalance,num_users,num_allocated,total_allocation,urban_allocated,rural_allocated,total_urban,total_rural,urban_allocation_rate,rural_allocation_rate
0,static,0.9805769945849887,0.7647483523380741,0.977476139439444,0.9830744306420216,2076.641285082697,255.18196058381793,-2.991255727061246,255.18196058381793,0.2825086009130895,0.0,17697336.135616004,13646796.0514072,0.0011594377656662935,100,78,2076.641285082697,37,26,50,30,0.74,0.8666666666666667
1,static,0.9803560662006527,0.7645823531424664,0.9813532365276899,0.978867988341139,2010.649404042859,252.7142967737854,-3.0832117053482873,252.7142967737854,0.28062120483436415,0.0,17136371.569830313,14205848.468216745,0.007195490094314083,100,78,2010.6494040428588,35,27,50,30,0.7,0.9
2,static,0.9828296085871293,0.766504700498176,0.9816208819729825,0.9860609828306228,1982.3920161746596,251.67598847303995,-3.1230605813856296,251.67598847303995,0.2783433065977272,0.0,16896411.219057966,14040291.895954302,0.0040074167418935325,100,78,1982.3920161746594,39,21,50,30,0.78,0.7
3,static,0.9746513065910546,0.7600665878465411,0.9732002767486487,0.970213073274437,2007.5704554333954,252.30649718261688,-3.1128821257494352,252.30649718261688,0.291632671750897,0.0,17111694.10463987,12936111.719807137,0.01864882405571433,100,78,2007.5704554333954,39,24,50,30,0.78,0.8
4,static,0.9791834718838338,0.7636313205020125,0.9763902432342272,0.9768399564927065,2040.6942109697732,253.74728418862068,-3.0503901372162927,253.74728418862068,0.28469517653173115,0.0,17392437.935986202,13075798.566166028,0.021350572795930445,100,78,2040.6942109697732,40,21,50,30,0.8,0.7
5,static,0.9775996295124544,0.7623902227830194,0.9779443582973203,0.971616342571201,2025.810344669965,253.12477548977753,-3.0761943326962653,253.12477548977753,0.2877483539135661,0.0,17266132.456232224,13094777.734615289,0.0189166882922438,100,78,2025.810344669965,40,26,50,30,0.8,0.8666666666666667
6,static,0.9779717050712982,0.7626788894463032,0.9775578024491983,0.9727066409602019,1986.8693808753758,251.6439250637113,-3.1330514390110435,251.6439250637113,0.2868599530723832,0.0,16935308.736827638,12993880.565646539,0.02816372912990306,100,78,1986.8693808753758,42,21,50,30,0.84,0.7
7,static,0.9756488794780094,0.7608623570420717,0.9728230796265075,0.9730011959082558,2037.123234026001,253.48611290679648,-3.0646784993461273,253.48611290679648,0.29015830682417754,0.0,17362435.33466787,13106176.176231528,0.015043235141750655,100,78,2037.1232340260012,41,25,50,30,0.82,0.8333333333333334
8,static,0.9790061401678063,0.7635016009682473,0.9783136428416754,0.972565490987638,2038.9686724173107,253.68907893921713,-3.0516373453403163,253.68907893921713,0.2854540673600914,0.0,17377624.731981456,13348426.820589116,0.021787902229483347,100,78,2038.9686724173107,38,23,50,30,0.76,0.7666666666666667
9,static,0.9748005238503873,0.7601850919372336,0.9733425225729114,0.9715362885709242,2000.1108668812437,252.03131844982968,-3.122948526776842,252.03131844982968,0.2910656346180347,0.0,17048263.6490097,12854060.104420653,0.01663489180961486,100,78,2000.1108668812437,42,22,50,30,0.84,0.7333333333333333
10,static,0.9762648709615344,0.7613481808293484,0.972178260510092,0.9759546788245099,2035.3419352202839,253.4484788219554,-3.064778432674647,253.4484788219554,0.28905177070586396,0.0,17347168.590137083,12997894.093806753,0.020713380726607777,100,78,2035.341935220284,39,23,50,30,0.78,0.7666666666666667
11,static,0.9798722218724104,0.7641930915996198,0.9809075150100306,0.9724136438159221,2039.7511293918158,253.76972395338464,-3.0457633809359383,253.76972395338464,0.2842925756574515,0.0,17383948.95513185,13791661.603642022,0.023438905649978414,100,78,2039.7511293918158,35,24,50,30,0.7,0.8
12,static,0.977987580947341,0.7626845677216814,0.9748468581206341,0.9752844537196766,1990.650336821173,251.78537321767402,-3.1281682407995,251.78537321767402,0.2858642444910171,0.0,16967530.68527355,12954414.293167599,0.011724611663984419,100,78,1990.6503368211734,39,22,50,30,0.78,0.7333333333333333
13,static,0.9767514456028413,0.7617188724561897,0.9754441032942978,0.9699796050167252,2010.7577446341672,252.51739462511895,-3.101080006102789,252.51739462511895,0.28799572914815874,0.0,17138424.54053534,12783557.291414263,0.013132344184603184,100,78,2010.757744634167,41,21,50,30,0.82,0.7
14,static,0.978860786502434,0.7633711534255334,0.9780843329031796,0.9744156921301481,2016.4000198758474,252.80225941773486,-3.0878441542161363,252.80225941773486,0.2854178682294173,0.0,17186179.670968164,12974101.539016062,0.023311510621318865,100,78,2016.4000198758474,40,22,50,30,0.8,0.7333333333333333
15,static,0.9774018999992802,0.7622409575942015,0.9744283549261272,0.9721302620693562,2022.6288143032175,253.012268931432,-3.079648052973908,253.012268931432,0.28694839847541953,0.0,17238992.035171956,12968183.602308318,0.01164745195140049,100,78,2022.6288143032175,38,23,50,30,0.76,0.7666666666666667
16,static,0.9761435344426264,0.7612438527682662,0.9692104746905521,0.9773496424218191,2017.6610832368317,252.76098362093876,-3.0923146705387063,252.76098362093876,0.2889000533462889,0.0,17197113.000401508,12868994.314548539,0.019655147318765387,100,78,2017.6610832368317,40,23,50,30,0.8,0.7666666666666667
17,static,0.9764077809616667,0.7614547751758308,0.9739732228014102,0.9725385104407821,2014.4672634137655,252.65536741570037,-3.095484924702996,252.65536741570037,0.28852182033910156,0.0,17169876.181828633,12862378.824944539,0.015799614774231197,100,78,2014.4672634137653,37,27,50,30,0.74,0.9
18,static,0.9754779993939536,0.7607163829095768,0.9725839395328316,0.9725583655273212,1996.9713865761764,251.93647763878553,-3.1256697923822614,251.93647763878553,0.29007202492085327,0.0,17021513.29078199,12909959.770293014,0.01595700216041762,100,78,1996.9713865761764,39,24,50,30,0.78,0.8
19,static,0.9750581801199145,0.7603678218720886,0.965766786821313,0.9810256058083777,1990.3446291642604,251.64739016810594,-3.1393933456841356,251.64739016810594,0.2892869201568624,0.0,16965570.55607018,12811831.003629196,0.019129425208307405,100,78,1990.3446291642604,38,22,50,30,0.76,0.7333333333333333
20,static,0.972155269169046,0.7580935223708781,0.9765130782246311,0.9674663334321346,2060.2738924136543,254.19384041069387,-3.0457972086610456,254.19384041069387,0.29379857454344105,0.0,17560025.03729437,13278892.752864314,0.018769488308690407,100,78,2060.2738924136547,37,23,50,30,0.74,0.7666666666666667
21,static,0.9719026105775563,0.757894814909242,0.977534356154642,0.9653966773715659,2055.5972236632574,254.00813353270624,-3.0532451228872164,254.00813353270624,0.29444489142143615,0.0,17520320.965056546,13292249.092660567,0.013999263774591597,100,78,2055.597223663257,43,21,50,30,0.86,0.7
22,static,0.9818275282876306,0.7656842980027136,0.9830873002483135,0.9838878448635521,1965.8998090892933,250.94943687638164,-3.157027071214581,250.94943687638164,0.2796568808830926,0.0,16757045.933497477,13242628.093074873,0.00922111599568698,100,78,1965.899809089293,42,21,50,30,0.84,0.7
23,static,0.9805282096973814,0.7646516928650068,0.9811293718105634,0.9804193508534081,1958.11420208225,250.57605586217437,-3.1752184835217707,250.57605586217437,0.2820186782862395,0.0,16691323.729664663,12669226.7396361,0.015191901345308123,100,78,1958.11420208225,39,22,50,30,0.78,0.7333333333333333
24,static,0.9822444347463447,0.7660058262284717,0.9828729080416421,0.9829317548766019,1958.7839282516247,250.67690569992635,-3.1679252948736982,250.67690569992635,0.27889757032877394,0.0,16696664.628689293,12951161.764562802,0.010167866966377392,100,78,1958.7839282516247,42,23,50,30,0.84,0.7666666666666667
25,static,0.9805331580345817,0.7646596793378728,0.9816963940237091,0.9791105227640617,1941.2854465085663,249.91907918874384,-3.2006791168186135,249.91907918874384,0.2818039773810981,0.0,16548337.961461872,12887243.1015761,0.017752017178064072,100,78,1941.2854465085666,41,19,50,30,0.82,0.6333333333333333
