slot,policy,jain,alpha_0,alpha_1,alpha_2,fuzzy_fairness,gini,max_min,mean_rate,cell_edge_rate,operator_imbalance,num_users,num_allocated,total_allocation
188,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5326322167811403,1.0,0.0,63927793.665105924,32970583.575161647,1.0,50,0,0.0
189,fuzzy_ablated,0.0,0.0,0.0,0.0,0.49391817344557815,1.0,0.0,64883742.7228277,34880784.2678485,1.0,50,0,0.0
190,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5111830620768906,1.0,0.0,66495995.6480154,37090794.458673604,1.0,50,0,0.0
191,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5237398683288004,1.0,0.0,65405748.78404252,33922494.579225354,1.0,50,0,0.0
192,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5335303216211823,1.0,0.0,63241055.818868235,33471289.359158363,1.0,50,0,0.0
193,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5354364941818265,1.0,0.0,68638275.40062916,33799357.35270621,1.0,50,0,0.0
194,fuzzy_ablated,0.0,0.0,0.0,0.0,0.529200250526247,1.0,0.0,64125751.08983056,34758219.51438679,1.0,50,0,0.0
195,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5100809404545099,1.0,0.0,71272836.2720337,36692555.12194754,1.0,50,0,0.0
196,fuzzy_ablated,0.0,0.0,0.0,0.0,0.513154750904755,1.0,0.0,68988168.57360457,38069809.56698591,1.0,50,0,0.0
197,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5442675685908158,1.0,0.0,66032623.72569511,36818000.34510393,1.0,50,0,0.0
198,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5311480516392804,1.0,0.0,68312682.06539291,38201053.278895915,1.0,50,0,0.0
199,fuzzy_ablated,0.0,0.0,0.0,0.0,0.49460560134526604,1.0,0.0,62235382.023481295,35865671.22677828,1.0,50,0,0.0
200,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5509234667347505,1.0,0.0,63412149.178236544,33988498.57831511,1.0,50,0,0.0
201,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5399720831461259,1.0,0.0,63757444.57275846,34330900.97549137,1.0,50,0,0.0
202,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5133230559181436,1.0,0.0,65894382.54831913,37245372.88407562,1.0,50,0,0.0
203,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5218953606497595,1.0,0.0,61442589.21889076,31983838.830492854,1.0,50,0,0.0
204,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5332582133800772,1.0,0.0,65666132.256248996,34567284.03742506,1.0,50,0,0.0
205,fuzzy_ablated,0.0,0.0,0.0,0.0,0.4962353473909394,1.0,0.0,71269543.53691703,35668200.304471835,1.0,50,0,0.0
206,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5332367815723821,1.0,0.0,66128300.40891529,34530546.34721177,1.0,50,0,0.0
207,fuzzy_ablated,0.0,0.0,0.0,0.0,0.551836174070931,1.0,0.0,65393495.88762887,32640805.31820978,1.0,50,0,0.0
208,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5229047407805613,1.0,0.0,63335414.80104385,36536804.02784157,1.0,50,0,0.0
209,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5318039963228993,1.0,0.0,61856603.24572346,32669460.77865468,1.0,50,0,0.0
210,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5509761721027132,1.0,0.0,62948670.31083171,33641206.316934966,1.0,50,0,0.0
211,fuzzy_ablated,0.0,0.0,0.0,0.0,0.47983989964889856,1.0,0.0,64175962.88739638,34535722.79721046,1.0,50,0,0.0
212,fuzzy_ablated,0.0,0.0,0.0,0.0,0.4975741235893835,1.0,0.0,68198925.79310808,33749047.33539366,1.0,50,0,0.0
213,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5209900512344037,1.0,0.0,64607986.83069679,32114769.56111434,1.0,50,0,0.0
214,fuzzy_ablated,0.0,0.0,0.0,0.0,0.4906566559561088,1.0,0.0,62654544.18445669,34030266.153220296,1.0,50,0,0.0
215,fuzzy_ablated,0.0,0.0,0.0,0.0,0.534680464671888,1.0,0.0,67161793.45130014,31316696.556759648,1.0,50,0,0.0
216,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5101364561997506,1.0,0.0,64542339.35067782,33139435.16882783,1.0,50,0,0.0
217,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5276287629287456,1.0,0.0,62713837.0983119,31612297.680870064,1.0,50,0,0.0
218,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5277445443976277,1.0,0.0,64467770.07669627,30676626.725820977,1.0,50,0,0.0
219,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5544717983704633,1.0,0.0,61573682.17633875,32663761.237218022,1.0,50,0,0.0
220,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5111559464188363,1.0,0.0,61578911.23451614,34757699.61019246,1.0,50,0,0.0
221,fuzzy_ablated,0.0,0.0,0.0,0.0,0.527465601410253,1.0,0.0,65946634.764500685,34548376.68905442,1.0,50,0,0.0
222,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5089620816098013,1.0,0.0,65729644.18013572,31566301.68951456,1.0,50,0,0.0
223,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5490407573422508,1.0,0.0,62460549.14898441,34603430.3179999,1.0,50,0,0.0
224,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5148573501641179,1.0,0.0,66697891.21091087,36196026.11735753,1.0,50,0,0.0
225,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5091278311682074,1.0,0.0,70854096.95608188,43508856.32815361,1.0,50,0,0.0
226,fuzzy_ablated,0.0,0.0,0.0,0.0,0.521251442863246,1.0,0.0,65361881.348857276,37059273.88346122,1.0,50,0,0.0
227,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5427292167732,1.0,0.0,64912897.01254129,33826439.93945246,1.0,50,0,0.0
228,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5121646097338598,1.0,0.0,56672999.93377955,33176079.35922585,1.0,50,0,0.0
229,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5221908699793739,1.0,0.0,65462228.775909625,36625328.254021026,1.0,50,0,0.0
230,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5151557902850782,1.0,0.0,63139335.4573495,31846602.529943854,1.0,50,0,0.0
231,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5301114520898471,1.0,0.0,64629223.92910448,34392063.544218004,1.0,50,0,0.0
232,fuzzy_ablated,0.0,0.0,0.0,0.0,0.4875687609739557,1.0,0.0,67520685.57908134,35860928.6569342,1.0,50,0,0.0
233,fuzzy_ablated,0.0,0.0,0.0,0.0,0.508386900679535,1.0,0.0,63154319.90520951,33125354.273151632,1.0,50,0,0.0
234,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5367845423769586,1.0,0.0,60261277.21696766,33548693.735010818,1.0,50,0,0.0
235,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5208602206376802,1.0,0.0,59051940.839933604,32609378.226155873,1.0,50,0,0.0
236,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5317385149739515,1.0,0.0,67394641.3015735,33786926.24228768,1.0,50,0,0.0
237,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5087470919633339,1.0,0.0,66278936.45999211,36136572.778305314,1.0,50,0,0.0
238,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5137899436528186,1.0,0.0,65494093.56646269,41486378.36696156,1.0,50,0,0.0
239,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5194276579867554,1.0,0.0,64795880.42385976,35167709.211151294,1.0,50,0,0.0
240,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5319100540540347,1.0,0.0,65409842.75419282,34174717.56433243,1.0,50,0,0.0
241,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5555124308553318,1.0,0.0,62783122.536272466,32300529.034001656,1.0,50,0,0.0
242,fuzzy_ablated,0.0,0.0,0.0,0.0,0.48726886878813064,1.0,0.0,63650628.70989316,35786154.22777802,1.0,50,0,0.0
243,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5171360549972654,1.0,0.0,66953148.43233786,34464303.69764035,1.0,50,0,0.0
244,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5313031019086505,1.0,0.0,71814292.34942748,41293977.44453449,1.0,50,0,0.0
245,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5410622330498547,1.0,0.0,58476387.85029271,33881012.81615054,1.0,50,0,0.0
246,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5018424333006344,1.0,0.0,64644507.81838025,35083623.63082544,1.0,50,0,0.0
247,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5239006815879194,1.0,0.0,63009190.985435046,32074737.453063294,1.0,50,0,0.0
248,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5210898056815642,1.0,0.0,66014791.94933129,35015637.70480438,1.0,50,0,0.0
249,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5605669447671137,1.0,0.0,65210534.00157077,33168913.892592955,1.0,50,0,0.0
250,fuzzy_ablated,0.0,0.0,0.0,0.0,0.49430805312105536,1.0,0.0,64957556.44440493,33645110.38129015,1.0,50,0,0.0
251,fuzzy_ablated,0.0,0.0,0.0,0.0,0.530033079067307,1.0,0.0,60444485.964861654,33093542.42357135,1.0,50,0,0.0
252,fuzzy_ablated,0.0,0.0,0.0,0.0,0.535777511946378,1.0,0.0,62847410.265471764,31659866.863291495,1.0,50,0,0.0
253,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5361448201314017,1.0,0.0,68271998.61539856,36450737.199290395,1.0,50,0,0.0
254,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5570452076045611,1.0,0.0,64789168.00303552,33562231.48950722,1.0,50,0,0.0
255,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5330209508582633,1.0,0.0,68208306.06021617,37286665.41506764,1.0,50,0,0.0
256,fuzzy_ablated,0.0,0.0,0.0,0.0,0.4669339615588752,1.0,0.0,64397244.11931975,34272388.32993219,1.0,50,0,0.0
257,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5307806084950175,1.0,0.0,62229900.621672176,33379617.30025127,1.0,50,0,0.0
258,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5018447276109024,1.0,0.0,66345628.08133755,35195981.36196355,1.0,50,0,0.0
259,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5206830229178457,1.0,0.0,60760648.702982455,32323095.122217827,1.0,50,0,0.0
260,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5085122907156264,1.0,0.0,73978238.12322436,45313795.046925016,1.0,50,0,0.0
261,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5220821547391199,1.0,0.0,61584553.32922401,33850802.037551865,1.0,50,0,0.0
262,fuzzy_ablated,0.0,0.0,0.0,0.0,0.48570282051499675,1.0,0.0,65555101.12278423,32600188.073370546,1.0,50,0,0.0
263,fuzzy_ablated,0.0,0.0,0.0,0.0,0.515319551418408,1.0,0.0,65610553.155760534,35306714.170387715,1.0,50,0,0.0
264,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5281216804426383,1.0,0.0,65138524.460202806,36247951.05466173,1.0,50,0,0.0
265,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5023635480554233,1.0,0.0,58934707.65044833,35554040.660615906,1.0,50,0,0.0
266,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5497358960618829,1.0,0.0,67151157.99822119,42004734.72033568,1.0,50,0,0.0
267,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5263447057799069,1.0,0.0,71551686.99586338,33044231.415488575,1.0,50,0,0.0
268,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5015475511228757,1.0,0.0,62947626.99817967,32654926.113889646,1.0,50,0,0.0
269,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5553284703426056,1.0,0.0,73910178.68205416,43546360.95680098,1.0,50,0,0.0
270,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5056397352683842,1.0,0.0,66417300.014196664,33839237.90633475,1.0,50,0,0.0
271,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5093374970807659,1.0,0.0,68473995.07956612,33453092.362471085,1.0,50,0,0.0
272,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5594567265220369,1.0,0.0,59710703.483916156,31280072.471042752,1.0,50,0,0.0
273,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5170094097579794,1.0,0.0,62261139.192797355,32284685.32712421,1.0,50,0,0.0
274,fuzzy_ablated,0.0,0.0,0.0,0.0,0.524510696913651,1.0,0.0,65857265.0566118,34045565.30142559,1.0,50,0,0.0
275,fuzzy_ablated,0.0,0.0,0.0,0.0,0.48998906104935136,1.0,0.0,67296295.43962902,32723846.07505866,1.0,50,0,0.0
276,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5178576277656002,1.0,0.0,63612803.13105831,37163715.62786509,1.0,50,0,0.0
277,fuzzy_ablated,0.0,0.0,0.0,0.0,0.4962877099571726,1.0,0.0,67467463.73634718,40616510.13847157,1.0,50,0,0.0
278,fuzzy_ablated,0.0,0.0,0.0,0.0,0.524215660376855,1.0,0.0,60059587.88730284,35901128.001465075,1.0,50,0,0.0
279,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5356867230198371,1.0,0.0,66425345.5192152,37425320.58917897,1.0,50,0,0.0
280,fuzzy_ablated,0.0,0.0,0.0,0.0,0.540310871720502,1.0,0.0,59148400.54419184,33558669.942834914,1.0,50,0,0.0
281,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5173262582970629,1.0,0.0,65327094.67940506,34197119.0287785,1.0,50,0,0.0
282,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5067220868906669,1.0,0.0,66260471.197244845,37161148.92654538,1.0,50,0,0.0
283,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5347070261209622,1.0,0.0,65652174.61371445,31437509.176432297,1.0,50,0,0.0
284,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5158127845064002,1.0,0.0,62103253.10935081,32001829.223908763,1.0,50,0,0.0
285,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5147633736640456,1.0,0.0,67317341.82339044,34020859.61304932,1.0,50,0,0.0
286,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5385895157384354,1.0,0.0,65051304.34725441,32690745.080667455,1.0,50,0,0.0
287,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5340173219160927,1.0,0.0,65295805.19262923,38813555.247502476,1.0,50,0,0.0
288,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5386136022770411,1.0,0.0,64948918.65563291,35972003.45226447,1.0,50,0,0.0
289,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5164910457280666,1.0,0.0,59914122.193006776,30928617.594481744,1.0,50,0,0.0
290,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5315116156138117,1.0,0.0,68734852.8535198,38353333.37722667,1.0,50,0,0.0
291,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5062988272281204,1.0,0.0,67582518.85422811,34422393.63729361,1.0,50,0,0.0
292,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5333401146354106,1.0,0.0,59725458.19370851,35510983.09338167,1.0,50,0,0.0
293,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5026231982042081,1.0,0.0,60941689.46042772,32296299.113513388,1.0,50,0,0.0
294,fuzzy_ablated,0.0,0.0,0.0,0.0,0.524204289953334,1.0,0.0,63860059.34809273,36122847.27795186,1.0,50,0,0.0
295,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5126520922128672,1.0,0.0,62496260.34113683,36261192.331184335,1.0,50,0,0.0
296,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5464885257500169,1.0,0.0,62545968.247282095,34114114.88974004,1.0,50,0,0.0
297,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5037063768904602,1.0,0.0,66075274.90904169,33926572.34645588,1.0,50,0,0.0
298,fuzzy_ablated,0.0,0.0,0.0,0.0,0.548986749352987,1.0,0.0,62472824.8503642,34369601.643397495,1.0,50,0,0.0
299,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5532808630269411,1.0,0.0,61219543.361249335,32055106.088590216,1.0,50,0,0.0
300,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5187785372396051,1.0,0.0,64643496.3500561,36503226.304638244,1.0,50,0,0.0
301,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5087408374627652,1.0,0.0,63956698.271607034,34423066.70982784,1.0,50,0,0.0
302,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5181668295823776,1.0,0.0,63531230.4705708,33560949.73707237,1.0,50,0,0.0
303,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5210399680784394,1.0,0.0,59578462.00391445,30937542.257779397,1.0,50,0,0.0
304,fuzzy_ablated,0.0,0.0,0.0,0.0,0.4951559556173673,1.0,0.0,65671191.48284357,31752013.041902144,1.0,50,0,0.0
305,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5139877324671267,1.0,0.0,60050469.428071834,32369895.931879647,1.0,50,0,0.0
306,fuzzy_ablated,0.0,0.0,0.0,0.0,0.49810340535858216,1.0,0.0,65684770.898200475,33484535.779148985,1.0,50,0,0.0
307,fuzzy_ablated,0.0,0.0,0.0,0.0,0.48198324693834144,1.0,0.0,66627013.830556385,35917166.36860973,1.0,50,0,0.0
308,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5277769191358493,1.0,0.0,64801616.99769136,33667164.52039527,1.0,50,0,0.0
309,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5121753662650265,1.0,0.0,64667356.99844574,33635865.75578891,1.0,50,0,0.0
310,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5037562701156908,1.0,0.0,67106463.30835094,35909958.91110792,1.0,50,0,0.0
311,fuzzy_ablated,0.0,0.0,0.0,0.0,0.497028355739273,1.0,0.0,64254704.5505302,35534640.797001675,1.0,50,0,0.0
312,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5253179567114814,1.0,0.0,64779496.06239471,33002810.785520054,1.0,50,0,0.0
313,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5298991175285677,1.0,0.0,62301116.64433306,32203018.129045144,1.0,50,0,0.0
314,fuzzy_ablated,0.0,0.0,0.0,0.0,0.4867882020417607,1.0,0.0,62897012.32666047,36505856.6071049,1.0,50,0,0.0
315,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5160256151230352,1.0,0.0,69910054.73779806,35634613.45067254,1.0,50,0,0.0
316,fuzzy_ablated,0.0,0.0,0.0,0.0,0.48772161797727137,1.0,0.0,60533201.35146883,38517059.50089553,1.0,50,0,0.0
317,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5050233395618968,1.0,0.0,63816764.356388204,31410467.056376155,1.0,50,0,0.0
318,fuzzy_ablated,0.0,0.0,0.0,0.0,0.4976546686356232,1.0,0.0,63960824.122647315,35437231.37080821,1.0,50,0,0.0
319,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5219777743538312,1.0,0.0,62863636.758392185,36238858.21510015,1.0,50,0,0.0
320,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5384543817576963,1.0,0.0,70696980.43827747,38925430.3274303,1.0,50,0,0.0
321,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5337508816466744,1.0,0.0,65137099.71874774,35090932.3577608,1.0,50,0,0.0
322,fuzzy_ablated,0.0,0.0,0.0,0.0,0.4830416976849065,1.0,0.0,60887461.75194065,32234820.42020526,1.0,50,0,0.0
323,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5440668175183678,1.0,0.0,59612652.83132428,35771961.25693408,1.0,50,0,0.0
324,fuzzy_ablated,0.0,0.0,0.0,0.0,0.544636556478362,1.0,0.0,65772988.929730184,33462004.953755382,1.0,50,0,0.0
325,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5256925128054765,1.0,0.0,66878307.37567664,32614162.868525032,1.0,50,0,0.0
326,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5307774526284823,1.0,0.0,67305291.72361924,39069436.34498957,1.0,50,0,0.0
327,fuzzy_ablated,0.0,0.0,0.0,0.0,0.49770922781797816,1.0,0.0,63324756.25956825,33656845.23132898,1.0,50,0,0.0
328,fuzzy_ablated,0.0,0.0,0.0,0.0,0.498453945661452,1.0,0.0,63443310.16997583,33360116.555150256,1.0,50,0,0.0
329,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5271441844531602,1.0,0.0,61985843.42645198,36586537.53046078,1.0,50,0,0.0
330,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5136973538650762,1.0,0.0,64038849.1793354,33678470.84822557,1.0,50,0,0.0
331,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5113922636930304,1.0,0.0,63601069.53422124,33707769.33329152,1.0,50,0,0.0
332,fuzzy_ablated,0.0,0.0,0.0,0.0,0.4834106590961176,1.0,0.0,64077681.08822626,33604696.55910708,1.0,50,0,0.0
333,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5184836768891663,1.0,0.0,64818564.9264413,33820568.91264807,1.0,50,0,0.0
334,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5106646482735213,1.0,0.0,63520760.07386602,32798417.319914777,1.0,50,0,0.0
335,fuzzy_ablated,0.0,0.0,0.0,0.0,0.528823538899361,1.0,0.0,70296912.7737709,32036640.287510075,1.0,50,0,0.0
336,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5085047754526668,1.0,0.0,66073497.901693106,35638210.90136071,1.0,50,0,0.0
337,fuzzy_ablated,0.0,0.0,0.0,0.0,0.498790339602057,1.0,0.0,66919804.45745863,33742898.43847919,1.0,50,0,0.0
338,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5169494203527429,1.0,0.0,69207061.62064047,33171075.560931593,1.0,50,0,0.0
339,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5299998050138047,1.0,0.0,61449023.795096904,34318849.20582729,1.0,50,0,0.0
340,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5228309708202746,1.0,0.0,68735252.82530886,40498408.69799851,1.0,50,0,0.0
341,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5420619160987025,1.0,0.0,60691090.53673166,35902499.409734584,1.0,50,0,0.0
342,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5254476322592374,1.0,0.0,63214728.29792912,40409398.747353405,1.0,50,0,0.0
343,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5225113272504401,1.0,0.0,69567059.24553414,35085622.65355997,1.0,50,0,0.0
344,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5182294750194845,1.0,0.0,65389557.62705019,31448527.395847436,1.0,50,0,0.0
345,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5112590082099832,1.0,0.0,68175463.62316304,35989672.37144606,1.0,50,0,0.0
346,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5186815842118274,1.0,0.0,65198193.84371491,31209136.817463752,1.0,50,0,0.0
347,fuzzy_ablated,0.0,0.0,0.0,0.0,0.49167408646068617,1.0,0.0,64178038.841439575,34626751.72712786,1.0,50,0,0.0
348,fuzzy_ablated,0.0,0.0,0.0,0.0,0.520998486031287,1.0,0.0,65400023.53178885,33564431.003414236,1.0,50,0,0.0
349,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5314903301028405,1.0,0.0,61812870.691191,31852093.420099188,1.0,50,0,0.0
350,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5081254489815181,1.0,0.0,64552869.365275785,33115843.864629548,1.0,50,0,0.0
351,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5289605806580325,1.0,0.0,67836065.46857716,34162391.17226419,1.0,50,0,0.0
352,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5085044542978203,1.0,0.0,72201364.34181622,40815222.01563394,1.0,50,0,0.0
353,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5176875950850042,1.0,0.0,61136453.78906193,33090125.548656132,1.0,50,0,0.0
354,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5286560452993649,1.0,0.0,63884353.89885859,36261144.022554375,1.0,50,0,0.0
355,fuzzy_ablated,0.0,0.0,0.0,0.0,0.490078212417,1.0,0.0,72231847.52743505,39567723.17057209,1.0,50,0,0.0
356,fuzzy_ablated,0.0,0.0,0.0,0.0,0.530119729528686,1.0,0.0,59694681.471187055,31644962.14629885,1.0,50,0,0.0
357,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5074620152222817,1.0,0.0,61126998.42321356,33398288.09218774,1.0,50,0,0.0
358,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5321294178122744,1.0,0.0,69579720.90793462,39213495.19386783,1.0,50,0,0.0
359,fuzzy_ablated,0.0,0.0,0.0,0.0,0.4807403511673091,1.0,0.0,60811698.47147312,34510416.50090226,1.0,50,0,0.0
360,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5298084870329387,1.0,0.0,62150929.219247125,33522392.412865166,1.0,50,0,0.0
361,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5205613186762733,1.0,0.0,55964452.53622351,32472252.56611534,1.0,50,0,0.0
362,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5145752497207258,1.0,0.0,71658988.97909121,36853990.70484255,1.0,50,0,0.0
363,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5316871593209715,1.0,0.0,63668576.87517378,34437672.97019697,1.0,50,0,0.0
364,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5328050326952377,1.0,0.0,66683337.08114675,34668343.49685718,1.0,50,0,0.0
365,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5125296455405093,1.0,0.0,58954334.73481116,32629435.53881187,1.0,50,0,0.0
366,fuzzy_ablated,0.0,0.0,0.0,0.0,0.48766410307556884,1.0,0.0,63192863.624200754,35156862.76768062,1.0,50,0,0.0
367,fuzzy_ablated,0.0,0.0,0.0,0.0,0.48330607837080813,1.0,0.0,60622642.58727514,30360948.683148164,1.0,50,0,0.0
368,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5109501261145455,1.0,0.0,61106930.551479205,35276436.01619466,1.0,50,0,0.0
369,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5042862518007623,1.0,0.0,66779281.20823227,31610099.64681343,1.0,50,0,0.0
370,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5578779688369547,1.0,0.0,67124605.02479301,34095679.67108026,1.0,50,0,0.0
371,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5316327524000435,1.0,0.0,65334498.536566146,38353233.67125636,1.0,50,0,0.0
372,fuzzy_ablated,0.0,0.0,0.0,0.0,0.533147948296458,1.0,0.0,61240736.06659818,31504694.0681541,1.0,50,0,0.0
373,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5423031803058911,1.0,0.0,62405901.652021915,32437541.121020038,1.0,50,0,0.0
374,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5174462038752514,1.0,0.0,63993574.08990683,35955176.41505872,1.0,50,0,0.0
375,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5303404340514045,1.0,0.0,62984847.540937394,32828501.480695814,1.0,50,0,0.0
376,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5029808530649101,1.0,0.0,65355681.32184306,35100236.07543124,1.0,50,0,0.0
377,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5223160548517095,1.0,0.0,63800696.32113958,33982291.861798756,1.0,50,0,0.0
378,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5135798153230827,1.0,0.0,63287382.22718616,34293686.097349085,1.0,50,0,0.0
