slot,policy,jain,alpha_0,alpha_1,alpha_2,fuzzy_fairness,gini,max_min,mean_rate,cell_edge_rate,operator_imbalance,num_users,num_allocated,total_allocation
51,fuzzy_ablated,0.0,0.0,0.0,0.0,0.502386325625872,1.0,0.0,64636247.25191552,35271058.93668814,1.0,50,0,0.0
52,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5302693069860418,1.0,0.0,60047447.58039203,32987712.442167893,1.0,50,0,0.0
53,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5160573131644307,1.0,0.0,63289363.61238497,32638553.618182212,1.0,50,0,0.0
54,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5091176233929763,1.0,0.0,62043572.67855579,34182490.7635042,1.0,50,0,0.0
55,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5121144689524845,1.0,0.0,67983773.49049987,36269775.849524185,1.0,50,0,0.0
56,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5299458644849447,1.0,0.0,66578886.84092344,35525975.2275311,1.0,50,0,0.0
57,fuzzy_ablated,0.0,0.0,0.0,0.0,0.47531650448628066,1.0,0.0,63962160.31981591,36660777.69114524,1.0,50,0,0.0
58,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5260061312672333,1.0,0.0,66688748.64650168,37795899.49691471,1.0,50,0,0.0
59,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5493010106236155,1.0,0.0,63067491.527573675,36315144.08025949,1.0,50,0,0.0
60,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5046541142741091,1.0,0.0,65315747.8759027,34839793.48734882,1.0,50,0,0.0
61,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5452127805719692,1.0,0.0,66907219.82070374,33283715.833061088,1.0,50,0,0.0
62,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5097462909439368,1.0,0.0,67596670.45583943,37910883.34772229,1.0,50,0,0.0
63,fuzzy_ablated,0.0,0.0,0.0,0.0,0.49112850719927165,1.0,0.0,64499057.70601869,34390607.4185369,1.0,50,0,0.0
64,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5048384792753822,1.0,0.0,68672590.57630265,32636244.82398213,1.0,50,0,0.0
65,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5140238264155547,1.0,0.0,68279795.52315754,32344491.7207207,1.0,50,0,0.0
66,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5333608504035264,1.0,0.0,68251926.71726692,36422905.44246195,1.0,50,0,0.0
67,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5125557103101546,1.0,0.0,63277247.83429043,33706437.73872981,1.0,50,0,0.0
68,fuzzy_ablated,0.0,0.0,0.0,0.0,0.4955595075126077,1.0,0.0,63744803.00127135,33442644.54683376,1.0,50,0,0.0
69,fuzzy_ablated,0.0,0.0,0.0,0.0,0.527172942879624,1.0,0.0,66902249.33396662,32429161.148290798,1.0,50,0,0.0
70,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5460639764370052,1.0,0.0,64168108.22427767,33611840.75871799,1.0,50,0,0.0
71,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5107467065919977,1.0,0.0,62989903.99956639,39968355.83639688,1.0,50,0,0.0
72,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5228401146715457,1.0,0.0,64805850.96580193,34262059.22267013,1.0,50,0,0.0
73,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5367144391254488,1.0,0.0,68082198.35207795,32330778.149296712,1.0,50,0,0.0
74,fuzzy_ablated,0.0,0.0,0.0,0.0,0.524788554201919,1.0,0.0,67064353.61582782,34718360.653058626,1.0,50,0,0.0
75,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5006770114551291,1.0,0.0,63829727.28836941,33787392.47306384,1.0,50,0,0.0
76,fuzzy_ablated,0.0,0.0,0.0,0.0,0.4817305791725395,1.0,0.0,59735850.106146485,32605724.82500581,1.0,50,0,0.0
77,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5177215837730498,1.0,0.0,63682403.24292657,33732891.47627242,1.0,50,0,0.0
78,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5352268933232271,1.0,0.0,69288927.47882362,35776918.298076734,1.0,50,0,0.0
79,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5076653210515617,1.0,0.0,63193841.4592514,34095293.840291925,1.0,50,0,0.0
80,fuzzy_ablated,0.0,0.0,0.0,0.0,0.499008456836335,1.0,0.0,63742856.81937849,34920119.728559926,1.0,50,0,0.0
81,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5293175570293465,1.0,0.0,68432998.45778173,36537879.28514381,1.0,50,0,0.0
82,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5159310335218966,1.0,0.0,59937526.31934519,34379322.051902175,1.0,50,0,0.0
83,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5474062185048655,1.0,0.0,63643224.90587476,35640361.70491769,1.0,50,0,0.0
84,fuzzy_ablated,0.0,0.0,0.0,0.0,0.522007147034228,1.0,0.0,70060828.16002126,36393746.597125806,1.0,50,0,0.0
85,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5104518157951997,1.0,0.0,66332689.7867213,33333240.708180185,1.0,50,0,0.0
86,fuzzy_ablated,0.0,0.0,0.0,0.0,0.516290475717027,1.0,0.0,64799722.86695047,36809265.506589465,1.0,50,0,0.0
87,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5427241803711369,1.0,0.0,67992740.44036019,33961393.29401179,1.0,50,0,0.0
88,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5262943155459046,1.0,0.0,64920714.37512377,34316290.405437656,1.0,50,0,0.0
89,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5226095671680052,1.0,0.0,67809201.4347917,36857269.9731844,1.0,50,0,0.0
90,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5106009097526801,1.0,0.0,68840842.34717238,37525247.72403236,1.0,50,0,0.0
91,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5196884466316206,1.0,0.0,65081994.748516634,39952097.11238899,1.0,50,0,0.0
92,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5443251231118745,1.0,0.0,64077944.03369236,37817586.8555442,1.0,50,0,0.0
93,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5338799887199663,1.0,0.0,63564836.63471987,34760601.760270715,1.0,50,0,0.0
94,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5334497036777457,1.0,0.0,62689099.664849326,35834929.684036344,1.0,50,0,0.0
95,fuzzy_ablated,0.0,0.0,0.0,0.0,0.4976466579282002,1.0,0.0,65978828.09633894,35497244.7980903,1.0,50,0,0.0
96,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5059564815499191,1.0,0.0,66816708.54204846,33927934.87144535,1.0,50,0,0.0
97,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5474379364296023,1.0,0.0,63376308.739606954,33419691.686145816,1.0,50,0,0.0
98,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5222403780985977,1.0,0.0,61016255.177354395,32425419.682242945,1.0,50,0,0.0
99,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5497947803135876,1.0,0.0,66461059.51319811,39600970.614664555,1.0,50,0,0.0
100,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5450548033032632,1.0,0.0,62437752.64807569,33327740.610553347,1.0,50,0,0.0
101,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5342541960823801,1.0,0.0,65532392.69897109,32391572.017328218,1.0,50,0,0.0
102,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5163784440212319,1.0,0.0,64766866.74419261,34550349.44609501,1.0,50,0,0.0
103,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5121163770644614,1.0,0.0,65473319.659212105,33625005.856151775,1.0,50,0,0.0
104,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5033164958294866,1.0,0.0,67610988.96021439,39327258.64492378,1.0,50,0,0.0
105,fuzzy_ablated,0.0,0.0,0.0,0.0,0.49742706101557793,1.0,0.0,66926226.73137038,31551166.821293853,1.0,50,0,0.0
106,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5301071334061337,1.0,0.0,65972662.18586387,36598411.89272693,1.0,50,0,0.0
107,fuzzy_ablated,0.0,0.0,0.0,0.0,0.553139530875421,1.0,0.0,66843623.997514956,31325757.197258953,1.0,50,0,0.0
108,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5562757305843042,1.0,0.0,65161055.34223281,37356599.638051696,1.0,50,0,0.0
109,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5055967640734226,1.0,0.0,63017203.07615308,32585368.631846283,1.0,50,0,0.0
110,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5195997006954416,1.0,0.0,63525006.4519042,32843198.809390184,1.0,50,0,0.0
111,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5383812891542834,1.0,0.0,63246926.94790206,32886595.883357905,1.0,50,0,0.0
112,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5407042891963035,1.0,0.0,68327361.84564875,34013876.18820602,1.0,50,0,0.0
113,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5256439757558491,1.0,0.0,71648024.4666632,40254125.34685649,1.0,50,0,0.0
114,fuzzy_ablated,0.0,0.0,0.0,0.0,0.548135020766341,1.0,0.0,64856179.53850682,37473499.97428862,1.0,50,0,0.0
115,fuzzy_ablated,0.0,0.0,0.0,0.0,0.4785043222388896,1.0,0.0,63406390.220877334,30779120.1756129,1.0,50,0,0.0
116,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5547382307142307,1.0,0.0,64878604.36375927,30919706.134968206,1.0,50,0,0.0
117,fuzzy_ablated,0.0,0.0,0.0,0.0,0.49055037504653426,1.0,0.0,72226637.86145897,38110710.94845199,1.0,50,0,0.0
118,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5101742553779907,1.0,0.0,67001633.42891554,33271232.158409864,1.0,50,0,0.0
119,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5203925989631536,1.0,0.0,67813103.96215247,33509500.21653683,1.0,50,0,0.0
120,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5119498929206103,1.0,0.0,59240293.2728041,33992237.91749325,1.0,50,0,0.0
121,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5271769847570708,1.0,0.0,64602477.466413945,36708058.52291059,1.0,50,0,0.0
122,fuzzy_ablated,0.0,0.0,0.0,0.0,0.552971084760139,1.0,0.0,60897643.87097743,36670829.46335767,1.0,50,0,0.0
123,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5038047485303536,1.0,0.0,64518183.24294502,35836338.8053414,1.0,50,0,0.0
124,fuzzy_ablated,0.0,0.0,0.0,0.0,0.531708302883831,1.0,0.0,62893303.06262803,32897268.485209834,1.0,50,0,0.0
125,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5057975858748339,1.0,0.0,65298179.61088229,37270996.503056586,1.0,50,0,0.0
126,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5030203928907566,1.0,0.0,65476205.09184132,32392074.460659795,1.0,50,0,0.0
127,fuzzy_ablated,0.0,0.0,0.0,0.0,0.49674102983248064,1.0,0.0,63367252.89696817,33543996.40197427,1.0,50,0,0.0
128,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5370788354634373,1.0,0.0,67267840.74217634,35382973.805183776,1.0,50,0,0.0
129,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5234530929166298,1.0,0.0,69086545.92188673,38283695.45361423,1.0,50,0,0.0
130,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5397058808613171,1.0,0.0,66480240.21436602,35421345.74050072,1.0,50,0,0.0
131,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5452475527826155,1.0,0.0,59908861.08960907,33281933.947894458,1.0,50,0,0.0
132,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5117848786252233,1.0,0.0,72187210.39758636,36649560.14018499,1.0,50,0,0.0
133,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5169807295036531,1.0,0.0,71432636.0849089,39419966.03654331,1.0,50,0,0.0
134,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5390536863520462,1.0,0.0,61573256.73790357,33998562.674303524,1.0,50,0,0.0
135,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5213799950727601,1.0,0.0,64958801.2109369,35460266.66089082,1.0,50,0,0.0
136,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5147817090429302,1.0,0.0,65295475.40696475,32533373.05488066,1.0,50,0,0.0
137,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5235239957272864,1.0,0.0,63809652.151059635,33756515.4248691,1.0,50,0,0.0
138,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5339267898802678,1.0,0.0,65525059.453365326,32294147.60526532,1.0,50,0,0.0
139,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5052608578176311,1.0,0.0,66236037.08456094,34445182.80586796,1.0,50,0,0.0
140,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5112995915886583,1.0,0.0,60410782.54554228,30989987.2715831,1.0,50,0,0.0
141,fuzzy_ablated,0.0,0.0,0.0,0.0,0.536997195238804,1.0,0.0,66287288.61634675,32917785.627432406,1.0,50,0,0.0
142,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5013157755451957,1.0,0.0,62067624.76299422,32444932.164811276,1.0,50,0,0.0
143,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5154258309668299,1.0,0.0,65565666.062601864,35814715.40052826,1.0,50,0,0.0
144,fuzzy_ablated,0.0,0.0,0.0,0.0,0.4896154968375867,1.0,0.0,64633721.91346164,33035078.068550415,1.0,50,0,0.0
145,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5219912814486163,1.0,0.0,67156385.83565795,32151912.952168707,1.0,50,0,0.0
146,fuzzy_ablated,0.0,0.0,0.0,0.0,0.538939305022191,1.0,0.0,63030969.004280865,34030087.58892082,1.0,50,0,0.0
147,fuzzy_ablated,0.0,0.0,0.0,0.0,0.518584615220097,1.0,0.0,62764745.84459352,35041454.43643958,1.0,50,0,0.0
148,fuzzy_ablated,0.0,0.0,0.0,0.0,0.509380968388703,1.0,0.0,64474364.55778538,34317841.04810625,1.0,50,0,0.0
149,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5281095814669268,1.0,0.0,65997760.51969059,36241380.43862692,1.0,50,0,0.0
150,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5558741997140636,1.0,0.0,68496503.36613125,39896787.72324822,1.0,50,0,0.0
151,fuzzy_ablated,0.0,0.0,0.0,0.0,0.48781705210629,1.0,0.0,68466711.77362455,38220843.77181176,1.0,50,0,0.0
152,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5373074831097306,1.0,0.0,60558942.14410473,33289303.841035835,1.0,50,0,0.0
153,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5240061690846736,1.0,0.0,66485647.75627288,34850578.47436282,1.0,50,0,0.0
154,fuzzy_ablated,0.0,0.0,0.0,0.0,0.4897523671051826,1.0,0.0,66133776.094907515,35778988.56163011,1.0,50,0,0.0
155,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5311274407619792,1.0,0.0,61591941.49366845,34621662.37306667,1.0,50,0,0.0
156,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5479918469269448,1.0,0.0,62882269.87284639,34865410.922732025,1.0,50,0,0.0
157,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5461194218812842,1.0,0.0,70234451.55387694,35149444.54293886,1.0,50,0,0.0
158,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5352400853976955,1.0,0.0,70049851.42086743,36266884.75703332,1.0,50,0,0.0
159,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5360475252222261,1.0,0.0,70886651.05539054,35982354.26556269,1.0,50,0,0.0
160,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5022675196261865,1.0,0.0,66615474.445613205,33349725.947792538,1.0,50,0,0.0
161,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5373376439217367,1.0,0.0,62119221.463734455,32041292.286780085,1.0,50,0,0.0
162,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5003951253110211,1.0,0.0,68041995.17572173,33817385.93626669,1.0,50,0,0.0
163,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5376337934735183,1.0,0.0,64789751.19547208,31302515.98007954,1.0,50,0,0.0
164,fuzzy_ablated,0.0,0.0,0.0,0.0,0.4828890981086137,1.0,0.0,63475498.09560531,32138464.956238408,1.0,50,0,0.0
165,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5268730787899287,1.0,0.0,66015438.13141631,37893749.43814822,1.0,50,0,0.0
166,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5093737352533027,1.0,0.0,67487385.43971053,36202844.128530316,1.0,50,0,0.0
167,fuzzy_ablated,0.0,0.0,0.0,0.0,0.4794571159091307,1.0,0.0,66151050.46724201,35768671.516963996,1.0,50,0,0.0
168,fuzzy_ablated,0.0,0.0,0.0,0.0,0.514173759488571,1.0,0.0,63686795.20821625,32833910.66316005,1.0,50,0,0.0
169,fuzzy_ablated,0.0,0.0,0.0,0.0,0.4718905697525615,1.0,0.0,61623648.45935145,32086796.321652304,1.0,50,0,0.0
170,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5367140152702509,1.0,0.0,59153702.18534224,32589786.56044652,1.0,50,0,0.0
171,fuzzy_ablated,0.0,0.0,0.0,0.0,0.4968189374417189,1.0,0.0,65656641.57343881,33549725.096347433,1.0,50,0,0.0
172,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5200674240005807,1.0,0.0,61886427.87234458,33553634.868600983,1.0,50,0,0.0
173,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5121649584250089,1.0,0.0,69641629.39647369,36851784.78069805,1.0,50,0,0.0
174,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5159350088022278,1.0,0.0,62260520.71854807,34377832.88067139,1.0,50,0,0.0
175,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5311676525341298,1.0,0.0,61080342.03602599,33720147.59683012,1.0,50,0,0.0
176,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5001519914799882,1.0,0.0,66800917.090902776,34835904.95427287,1.0,50,0,0.0
177,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5007746879366686,1.0,0.0,63174706.58078425,33118891.604577426,1.0,50,0,0.0
178,fuzzy_ablated,0.0,0.0,0.0,0.0,0.49296656609123324,1.0,0.0,70661471.15123972,34909707.55382299,1.0,50,0,0.0
179,fuzzy_ablated,0.0,0.0,0.0,0.0,0.510184006805164,1.0,0.0,62271324.572363816,31517904.431028455,1.0,50,0,0.0
180,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5091053303006331,1.0,0.0,66926554.51214078,34005161.83239355,1.0,50,0,0.0
181,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5214290365800575,1.0,0.0,68690283.26471165,39402216.459183656,1.0,50,0,0.0
182,fuzzy_ablated,0.0,0.0,0.0,0.0,0.4897519718541904,1.0,0.0,65320975.682084285,35133890.43647311,1.0,50,0,0.0
183,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5138447082413176,1.0,0.0,66828147.61277604,31421162.60867973,1.0,50,0,0.0
184,fuzzy_ablated,0.0,0.0,0.0,0.0,0.519659054487902,1.0,0.0,64441978.10976872,33872874.303946644,1.0,50,0,0.0
185,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5288967369015382,1.0,0.0,63196174.638790734,31555641.249961883,1.0,50,0,0.0
186,fuzzy_ablated,0.0,0.0,0.0,0.0,0.5099132530018768,1.0,0.0,64788751.60878727,34033040.947612226,1.0,50,0,0.0
187,fuzzy_ablated,0.0,0.0,0.0,0.0,0.52649266849038,1.0,0.0,60534878.77847984,32673641.59239927,1.0,50,0,0.0
