slot,policy,jain,jain_allocation,urban_jain,rural_jain,alpha_0,alpha_1,alpha_2,weighted_fairness,gini,max_min,mean_rate,cell_edge_rate,operator_imbalance,num_users,num_allocated,total_allocation,urban_allocated,rural_allocated,total_urban,total_rural,urban_allocation_rate,rural_allocation_rate
0,priority,0.9827408845224973,0.33,0.9825860510019472,0.9777589799992705,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17928496.142530337,13644368.827010663,0.04040404040404044,100,33,495.0,22,8,50,30,0.44,0.26666666666666666
1,priority,0.9764016149460883,0.33,0.9887620245398925,0.9534046455992827,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16947638.135990143,14097375.609425768,0.04040404040404044,100,33,495.0,22,8,50,30,0.44,0.26666666666666666
2,priority,0.9764689799170339,0.33,0.9888046847024992,0.9532895288858075,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16961723.800655875,14120732.572429076,0.04040404040404044,100,33,495.0,22,8,50,30,0.44,0.26666666666666666
3,priority,0.9750916013005944,0.33,0.9756886833808287,0.974140251796549,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17262014.45425589,12851577.610995999,0.04040404040404044,100,33,495.0,22,8,50,30,0.44,0.26666666666666666
4,priority,0.9752619055993813,0.33,0.9757733960662317,0.9746983280618862,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17260235.5559823,12915000.886047898,0.04040404040404044,100,33,495.0,22,8,50,30,0.44,0.26666666666666666
5,priority,0.9752690960649333,0.33,0.9758173173976284,0.9746344536403424,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17295828.20988001,12935009.323037418,0.04040404040404044,100,33,495.0,22,8,50,30,0.44,0.26666666666666666
6,priority,0.9752591908430522,0.33,0.9757145377400402,0.974503605218321,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17258196.78051508,12898719.691105802,0.04040404040404044,100,33,495.0,22,8,50,30,0.44,0.26666666666666666
7,priority,0.9752668227371477,0.33,0.9758150123838465,0.9746208466766884,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17299087.54096843,12936408.54159901,0.04040404040404044,100,33,495.0,22,8,50,30,0.44,0.26666666666666666
8,priority,0.9752572217179001,0.33,0.9757759795873434,0.9745837548355076,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17266993.797581863,12914827.20228866,0.04040404040404044,100,33,495.0,22,8,50,30,0.44,0.26666666666666666
9,priority,0.9752289123144787,0.33,0.9758056802695885,0.9745947842900946,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17300075.72552587,12931113.026357401,0.04040404040404044,100,33,495.0,22,8,50,30,0.44,0.26666666666666666
10,priority,0.9751676314826782,0.33,0.9757833002507665,0.9744922009665357,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17287665.494995896,12897290.925648225,0.04040404040404044,100,33,495.0,22,8,50,30,0.44,0.26666666666666666
11,priority,0.9752329594580313,0.33,0.9758397593825218,0.9746404871973812,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17292832.373330086,12927775.125172358,0.04040404040404044,100,33,495.0,22,8,50,30,0.44,0.26666666666666666
12,priority,0.9750670343281929,0.33,0.9756997444701341,0.9747963359690455,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17251673.588763896,12900536.641065152,0.04040404040404044,100,33,495.0,22,8,50,30,0.44,0.26666666666666666
13,priority,0.9749758374898152,0.33,0.9756906061748052,0.9744714176050431,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17204121.759123,12839339.248428786,0.04040404040404044,100,33,495.0,22,8,50,30,0.44,0.26666666666666666
14,priority,0.9750129558948598,0.33,0.9755935271116801,0.9740268083045501,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17207557.457809966,12846055.738947563,0.04040404040404044,100,33,495.0,22,8,50,30,0.44,0.26666666666666666
