slot,policy,jain,jain_allocation,urban_jain,rural_jain,alpha_0,alpha_1,alpha_2,weighted_fairness,gini,max_min,mean_rate,cell_edge_rate,operator_imbalance,num_users,num_allocated,total_allocation,urban_allocated,rural_allocated,total_urban,total_rural,urban_allocation_rate,rural_allocation_rate
0,demand,0.9834062086215476,0.33,0.9773608033800375,0.9896543652441507,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,18162591.371192113,14174235.85866774,0.04040404040404044,100,33,495.0,19,9,50,30,0.38,0.3
1,demand,0.9858270831623376,0.33,0.9881227573190856,0.9785415475230698,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16774286.210987922,14097506.241111571,0.04040404040404044,100,33,495.0,22,8,50,30,0.44,0.26666666666666666
2,demand,0.9744825773556537,0.33,0.9820187382729163,0.9532806273176806,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17113906.60594089,14180173.097580407,0.08080808080808088,100,33,495.0,21,8,50,30,0.42,0.26666666666666666
3,demand,0.9721836321093786,0.33,0.9719950887404243,0.9681645208361311,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17179549.39921061,12935646.476554386,0.12121212121212133,100,33,495.0,19,10,50,30,0.38,0.3333333333333333
4,demand,0.9789183607631265,0.33,0.9777340422325199,0.9781153896103146,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17459103.79662071,13702273.1829136,0.04040404040404044,100,33,495.0,23,7,50,30,0.46,0.23333333333333334
5,demand,0.9787698817048162,0.33,0.9794181984098734,0.9759741345226034,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17563407.806377433,13268977.33323658,0.04040404040404044,100,33,495.0,20,10,50,30,0.4,0.3333333333333333
6,demand,0.9769906401227074,0.33,0.9767321459975314,0.990344518624789,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16708897.474295462,12884593.1668565,0.08080808080808088,100,33,495.0,23,5,50,30,0.46,0.16666666666666666
7,demand,0.9709328674262749,0.33,0.9700947595787233,0.9687287276612581,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16968438.964452967,12466408.395725401,0.0,100,33,495.0,24,6,50,30,0.48,0.2
8,demand,0.9820199227563214,0.33,0.9798612252246857,0.9807506874934537,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17415462.6486771,13943049.48972952,0.08080808080808088,100,33,495.0,17,12,50,30,0.34,0.4
9,demand,0.9804290818297314,0.33,0.9776297370303014,0.9871449436510806,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17090644.960017893,13265044.454704234,0.101010101010101,100,33,495.0,21,8,50,30,0.42,0.26666666666666666
10,demand,0.9746383298583399,0.33,0.9751072066252535,0.9691560971238513,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17180048.970872667,12898279.9083694,0.060606060606060774,100,33,495.0,19,9,50,30,0.38,0.3
11,demand,0.9800521367204239,0.33,0.9781953664358641,0.9769269464555852,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16791284.587770104,12918522.633281527,0.04040404040404044,100,33,495.0,20,8,50,30,0.4,0.26666666666666666
12,demand,0.9820807916401769,0.33,0.9821146134648555,0.9811211798187646,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17184680.00495755,13198847.75280464,0.04040404040404044,100,33,495.0,21,11,50,30,0.42,0.36666666666666664
13,demand,0.9758552742283643,0.33,0.972579593328914,0.9751989528179102,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17249785.02978576,13172349.911556514,0.04040404040404044,100,33,495.0,23,5,50,30,0.46,0.16666666666666666
14,demand,0.9786844546336061,0.33,0.9803096852960751,0.9693329520193812,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16969206.69297225,13241117.767881868,0.04040404040404044,100,33,495.0,22,7,50,30,0.44,0.23333333333333334
15,demand,0.976089440853951,0.33,0.9760944908993799,0.9652668366743709,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17401237.03412869,12920440.284532296,0.060606060606060774,100,33,495.0,23,5,50,30,0.46,0.16666666666666666
16,demand,0.9734531491832114,0.33,0.9718432364800997,0.9755160462594971,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16728787.312850302,12495398.8444921,0.060606060606060774,100,33,495.0,22,8,50,30,0.44,0.26666666666666666
17,demand,0.9737507040583931,0.33,0.9704681927610911,0.9754559734119812,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17045716.26636451,12933339.681022126,0.04040404040404044,100,33,495.0,21,8,50,30,0.42,0.26666666666666666
18,demand,0.9810183121942,0.33,0.9837694818347343,0.977365303776142,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17568502.60159741,13453346.032262133,0.04040404040404044,100,33,495.0,18,10,50,30,0.36,0.3333333333333333
19,demand,0.9793955753800411,0.33,0.971153218840407,0.9835911387412585,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16204459.280487876,11948141.1029915,0.04040404040404044,100,33,495.0,16,10,50,30,0.32,0.3333333333333333
20,demand,0.9708812421853839,0.33,0.9702530210503665,0.9691386248572467,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,18179836.308888685,13802303.464107504,0.16161616161616177,100,33,495.0,22,8,50,30,0.44,0.26666666666666666
21,demand,0.9741603055081677,0.33,0.9771233752790709,0.9635288159262447,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,18070336.010716684,14045594.156186953,0.060606060606060774,100,33,495.0,20,9,50,30,0.4,0.3
22,demand,0.9824801283568917,0.33,0.9816532141528466,0.9849451702277292,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17021675.615628224,12760878.85890912,0.04040404040404044,100,33,495.0,20,10,50,30,0.4,0.3333333333333333
23,demand,0.9823723847310825,0.33,0.9833559101789258,0.9846992330516772,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16693125.265510771,12267012.769041808,0.0,100,33,495.0,18,10,50,30,0.36,0.3333333333333333
24,demand,0.9844964729994014,0.33,0.9835848107915384,0.9858943179082829,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16529626.970642451,12740049.306968346,0.060606060606060774,100,33,495.0,20,10,50,30,0.4,0.3333333333333333
25,demand,0.9895966415846404,0.33,0.9906614659903962,0.9900713275078779,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17556100.573991872,15299308.806096684,0.0,100,33,495.0,19,12,50,30,0.38,0.4
26,demand,0.983298800140035,0.33,0.9831949615065516,0.9852577934137325,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17034024.07720604,13085399.640024453,0.060606060606060774,100,33,495.0,21,8,50,30,0.42,0.26666666666666666
27,demand,0.9803648194439888,0.33,0.9805011205166383,0.978146551109989,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16205303.86245393,12254652.44758083,0.060606060606060774,100,33,495.0,20,10,50,30,0.4,0.3333333333333333
28,demand,0.9830427685474771,0.33,0.9832384051512949,0.9866310655892304,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16837946.246156186,13209603.288364468,0.0,100,33,495.0,21,6,50,30,0.42,0.2
29,demand,0.98466009403632,0.33,0.9822987460226431,0.9884748032832832,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16816493.395760737,13080980.648503182,0.12121212121212133,100,33,495.0,20,10,50,30,0.4,0.3333333333333333
30,demand,0.9839940607403737,0.33,0.9839273820340823,0.9861125107805224,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16750837.514997805,12764922.802131731,0.14141414141414144,100,33,495.0,20,11,50,30,0.4,0.36666666666666664
31,demand,0.9831237262943365,0.33,0.9816704619232389,0.9833051979570091,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16526271.280398807,12752484.829936702,0.060606060606060774,100,33,495.0,19,9,50,30,0.38,0.3
32,demand,0.9850964264536207,0.33,0.9878887346944543,0.9811254663086456,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16965403.355589412,13745103.53650113,0.08080808080808088,100,33,495.0,23,7,50,30,0.46,0.23333333333333334
33,demand,0.9802606494624183,0.33,0.9770831638407733,0.9861772767014629,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17065537.742404938,13064140.209465815,0.101010101010101,100,33,495.0,20,8,50,30,0.4,0.26666666666666666
34,demand,0.9883519319306306,0.33,0.9881242519691047,0.9970087536464273,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17236850.85233125,14876008.217981715,0.101010101010101,100,33,495.0,22,6,50,30,0.44,0.2
35,demand,0.9831696270344352,0.33,0.9838770312087001,0.985336937558201,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17267007.329026714,13972503.009273598,0.101010101010101,100,33,495.0,18,8,50,30,0.36,0.26666666666666666
36,demand,0.9866866035603999,0.33,0.987530967539517,0.986268925204201,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16738428.320980517,13699502.54779782,0.12121212121212133,100,33,495.0,19,10,50,30,0.38,0.3333333333333333
37,demand,0.9801793651754892,0.33,0.9831426910941367,0.9780303431588112,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17013377.65175994,13423458.403736107,0.04040404040404044,100,33,495.0,21,8,50,30,0.42,0.26666666666666666
38,demand,0.9743228765561596,0.33,0.9783142719840338,0.9721313444829728,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16801344.73753019,12180533.265768815,0.04040404040404044,100,33,495.0,20,10,50,30,0.4,0.3333333333333333
39,demand,0.9819562491608905,0.33,0.9878153555377891,0.9735938091599353,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17083542.2165696,13844064.353196336,0.04040404040404044,100,33,495.0,19,10,50,30,0.38,0.3333333333333333
40,demand,0.9758411089616053,0.33,0.9777526469492366,0.9795645996804031,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16888717.144339483,12469865.953785233,0.060606060606060774,100,33,495.0,22,8,50,30,0.44,0.26666666666666666
41,demand,0.9804916838400949,0.33,0.9799969204687359,0.987312920988645,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17339713.045943085,13229419.7709674,0.060606060606060774,100,33,495.0,19,10,50,30,0.38,0.3333333333333333
42,demand,0.9737384975595038,0.33,0.9789487035227774,0.978350890997062,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17215111.80268605,13133558.113931913,0.101010101010101,100,33,495.0,20,10,50,30,0.4,0.3333333333333333
43,demand,0.9775342746686334,0.33,0.9788577128714411,0.979810549652813,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17364925.61317211,13199551.771275386,0.060606060606060774,100,33,495.0,17,10,50,30,0.34,0.3333333333333333
44,demand,0.9833712924542998,0.33,0.9876424193390227,0.9855756901940729,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17236172.040295515,13961765.360396931,0.101010101010101,100,33,495.0,18,10,50,30,0.36,0.3333333333333333
45,demand,0.9752132888115944,0.33,0.9835785797903699,0.954763019905119,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17539802.019851733,12549422.469007147,0.060606060606060774,100,33,495.0,20,10,50,30,0.4,0.3333333333333333
46,demand,0.9766140867846897,0.33,0.9751341843534438,0.9889037991541357,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17458646.741668377,12344493.571575332,0.060606060606060774,100,33,495.0,22,7,50,30,0.44,0.23333333333333334
47,demand,0.9749554255181914,0.33,0.9798320548933981,0.9783262553828619,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17218073.293085065,13155470.050342876,0.12121212121212133,100,33,495.0,19,11,50,30,0.38,0.36666666666666664
48,demand,0.9765373634087303,0.33,0.9798320248907127,0.9783607343267315,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17602212.56335336,13514795.641356869,0.08080808080808088,100,33,495.0,20,8,50,30,0.4,0.26666666666666666
49,demand,0.9844971493516381,0.33,0.9852939976415271,0.9907288258910785,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17139745.783559084,13804719.837208323,0.12121212121212133,100,33,495.0,20,8,50,30,0.4,0.26666666666666666
50,demand,0.9697593751421598,0.33,0.9776040733348687,0.9557955649049773,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17255463.699828558,11684249.97189321,0.060606060606060774,100,33,495.0,17,10,50,30,0.34,0.3333333333333333
51,demand,0.9793466877336248,0.33,0.9828858387548703,0.9711824993709112,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17598081.59090076,13347776.592493441,0.04040404040404044,100,33,495.0,19,12,50,30,0.38,0.4
52,demand,0.9815280258684387,0.33,0.9796842718852941,0.9867571639363873,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16979430.784768168,13989854.380347403,0.060606060606060774,100,33,495.0,20,9,50,30,0.4,0.3
53,demand,0.9810416359990585,0.33,0.9862337709873822,0.9813101594684289,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17568058.659294248,14071559.889292749,0.060606060606060774,100,33,495.0,20,10,50,30,0.4,0.3333333333333333
54,demand,0.9771527157653871,0.33,0.9843909624527983,0.9707127266394665,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17053978.532272235,12460592.206792613,0.101010101010101,100,33,495.0,19,10,50,30,0.38,0.3333333333333333
55,demand,0.9797825985721419,0.33,0.9766023098401909,0.9931279912315046,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16727157.476587057,13041978.723495929,0.08080808080808088,100,33,495.0,19,8,50,30,0.38,0.26666666666666666
56,demand,0.9695677283375814,0.33,0.9755995840585758,0.9579649966871342,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16341605.881750118,12161208.258043632,0.060606060606060774,100,33,495.0,20,8,50,30,0.4,0.26666666666666666
57,demand,0.9771254352416185,0.33,0.9757395995217314,0.9928875626327582,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16424232.06875275,12539043.05928852,0.060606060606060774,100,33,495.0,21,9,50,30,0.42,0.3
58,demand,0.9726074101690706,0.33,0.973523826757227,0.9665762530404186,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16959443.968774095,11739723.720326474,0.12121212121212133,100,33,495.0,21,8,50,30,0.42,0.26666666666666666
59,demand,0.9694262643806567,0.33,0.9701494045505642,0.9674480497714465,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16223469.760545818,11397430.748577364,0.04040404040404044,100,33,495.0,22,8,50,30,0.44,0.26666666666666666
60,demand,0.9801397041437354,0.33,0.9792731267322624,0.9881920030647228,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17152707.311971582,13345494.802181842,0.04040404040404044,100,33,495.0,19,11,50,30,0.38,0.36666666666666664
61,demand,0.9792290688241978,0.33,0.9781914447886804,0.9838365105800505,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17049467.53655987,13304533.025110414,0.14141414141414144,100,33,495.0,21,8,50,30,0.42,0.26666666666666666
62,demand,0.979154637809448,0.33,0.9785177022381413,0.9905008125186161,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17146102.598557197,13389118.36556776,0.12121212121212133,100,33,495.0,22,7,50,30,0.44,0.23333333333333334
63,demand,0.9782099202213792,0.33,0.9776806134703727,0.9837049510535029,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17108708.02011325,13295599.345324052,0.04040404040404044,100,33,495.0,23,8,50,30,0.46,0.26666666666666666
64,demand,0.9816101649527533,0.33,0.9824482436886236,0.9857798190777411,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16463408.732297147,12841760.739203434,0.101010101010101,100,33,495.0,20,10,50,30,0.4,0.3333333333333333
65,demand,0.9768716973016676,0.33,0.97722669035615,0.9962705289913907,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16782803.093485888,12662786.151249688,0.04040404040404044,100,33,495.0,25,6,50,30,0.5,0.2
66,demand,0.9740125919511655,0.33,0.973427061057403,0.987249101998571,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16316148.959906213,12606340.209347183,0.101010101010101,100,33,495.0,19,8,50,30,0.38,0.26666666666666666
67,demand,0.9812150020270292,0.33,0.9810384931249543,0.9862238303629287,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16327066.204997294,12803119.311091164,0.04040404040404044,100,33,495.0,18,10,50,30,0.36,0.3333333333333333
68,demand,0.9820425580616193,0.33,0.9861261374913254,0.9852324114119205,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16637746.180855831,13028989.72481327,0.04040404040404044,100,33,495.0,18,9,50,30,0.36,0.3
69,demand,0.9783620444489715,0.33,0.9792928946645117,0.983100016685423,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16966823.17318995,13126232.184245862,0.08080808080808088,100,33,495.0,20,9,50,30,0.4,0.3
70,demand,0.977483220353673,0.33,0.9776255892007302,0.9821439164017686,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16429792.261492772,12811144.888002284,0.101010101010101,100,33,495.0,20,11,50,30,0.4,0.36666666666666664
71,demand,0.975401740282398,0.33,0.9747870167696856,0.9794274368854937,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,15980273.25210764,12655858.232917627,0.04040404040404044,100,33,495.0,20,8,50,30,0.4,0.26666666666666666
72,demand,0.9781841245096848,0.33,0.9802290289685649,0.9829052228230492,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16549607.197956454,12839667.449204622,0.12121212121212133,100,33,495.0,24,7,50,30,0.48,0.23333333333333334
73,demand,0.970029801532683,0.33,0.9603464803429949,0.9850258395349415,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16258794.046596216,10623092.737860668,0.04040404040404044,100,33,495.0,21,9,50,30,0.42,0.3
74,demand,0.9615027005891945,0.33,0.9516665916933096,0.97285524761192,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16207957.9783459,10395458.166869063,0.04040404040404044,100,33,495.0,22,7,50,30,0.44,0.23333333333333334
75,demand,0.9742019112151287,0.33,0.9689288090741697,0.9811492538995827,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16258827.240565712,12131128.725353647,0.04040404040404044,100,33,495.0,20,10,50,30,0.4,0.3333333333333333
76,demand,0.9761197564889641,0.33,0.974790290364172,0.9840724409924516,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17018817.393223457,12575291.786903644,0.04040404040404044,100,33,495.0,23,9,50,30,0.46,0.3
77,demand,0.9769103180991918,0.33,0.974611545149195,0.9872086343113736,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16349600.604836557,12478877.225847201,0.060606060606060774,100,33,495.0,21,7,50,30,0.42,0.23333333333333334
78,demand,0.9771130730579359,0.33,0.9797087024566221,0.9869832444991516,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16742649.990755754,12568537.709179234,0.08080808080808088,100,33,495.0,21,8,50,30,0.42,0.26666666666666666
79,demand,0.9719524390705986,0.33,0.9697265112733418,0.9827660078048098,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16620430.561960362,12413324.228068886,0.04040404040404044,100,33,495.0,24,6,50,30,0.48,0.2
80,demand,0.9752919198334694,0.33,0.9758217581332163,0.9721134474072007,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17034340.123537064,13218438.221478418,0.08080808080808088,100,33,495.0,21,8,50,30,0.42,0.26666666666666666
81,demand,0.9724180143388447,0.33,0.9735592463654705,0.9728675496426612,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,17036763.922015917,13068448.849799478,0.060606060606060774,100,33,495.0,20,8,50,30,0.4,0.26666666666666666
82,demand,0.9757539389967853,0.33,0.9729632904285487,0.9861397574770133,495.0,89.36565663637293,-2.2,89.36565663637293,0.6699999999999999,0.0,16291955.172786698,12872585.355192963,0.14141414141414144,100,33,495.0,19,10,50,30,0.38,0.3333333333333333
