slot,policy,jain,jain_allocation,urban_jain,rural_jain,alpha_0,alpha_1,alpha_2,weighted_fairness,gini,max_min,mean_rate,cell_edge_rate,operator_imbalance,num_users,num_allocated,total_allocation,urban_allocated,rural_allocated,total_urban,total_rural,urban_allocation_rate,rural_allocation_rate
0,priority,0.9860660705894159,1.0,0.9841322005139498,0.9874084657098627,1500.0,270.80502011022094,-6.666666666666665,270.80502011022094,0.0,15.0,20808101.27233084,16893483.65137999,0.006666666666666821,100,100,1500.0,50,30,50,30,1.0,1.0
1,priority,0.98654532986924,1.0,0.9864215515219817,0.9859621239277377,1500.0,270.80502011022094,-6.666666666666665,270.80502011022094,0.0,15.0,20234270.51059228,17353878.520415276,0.006666666666666821,100,100,1500.0,50,30,50,30,1.0,1.0
2,priority,0.9865358002556837,1.0,0.9863782338325346,0.9859875540944855,1500.0,270.80502011022094,-6.666666666666665,270.80502011022094,0.0,15.0,20220020.666812606,17322883.809183072,0.006666666666666821,100,100,1500.0,50,30,50,30,1.0,1.0
3,priority,0.9830051825684412,1.0,0.9812152990589159,0.9803399010188768,1500.0,270.80502011022094,-6.666666666666665,270.80502011022094,0.0,15.0,20411131.03265583,16120836.860977301,0.006666666666666821,100,100,1500.0,50,30,50,30,1.0,1.0
4,priority,0.9830639736107242,1.0,0.9812387722767273,0.9804438295406853,1500.0,270.80502011022094,-6.666666666666665,270.80502011022094,0.0,15.0,20401035.696790446,16125292.352028232,0.006666666666666821,100,100,1500.0,50,30,50,30,1.0,1.0
5,priority,0.9828871157818805,1.0,0.9811906937273689,0.9800264645994348,1500.0,270.80502011022094,-6.666666666666665,270.80502011022094,0.0,15.0,20392534.969920166,16121408.088790895,0.006666666666666821,100,100,1500.0,50,30,50,30,1.0,1.0
6,priority,0.9830126287605805,1.0,0.9812116074711098,0.980369831426025,1500.0,270.80502011022094,-6.666666666666665,270.80502011022094,0.0,15.0,20401092.142154086,16113161.875354102,0.006666666666666821,100,100,1500.0,50,30,50,30,1.0,1.0
7,priority,0.9829836163059774,1.0,0.9811725130007165,0.9803541891066473,1500.0,270.80502011022094,-6.666666666666665,270.80502011022094,0.0,15.0,20387346.780804757,16097362.905281499,0.006666666666666821,100,100,1500.0,50,30,50,30,1.0,1.0
8,priority,0.9830000250914926,1.0,0.9812181531079167,0.9803435533443058,1500.0,270.80502011022094,-6.666666666666665,270.80502011022094,0.0,15.0,20399063.77380768,16132758.481891239,0.006666666666666821,100,100,1500.0,50,30,50,30,1.0,1.0
9,priority,0.9829829796582403,1.0,0.9811910131357697,0.9803265029863683,1500.0,270.80502011022094,-6.666666666666665,270.80502011022094,0.0,15.0,20385298.281253215,16069122.201355293,0.006666666666666821,100,100,1500.0,50,30,50,30,1.0,1.0
10,priority,0.983077330541051,1.0,0.9812523895661912,0.9804617414314002,1500.0,270.80502011022094,-6.666666666666665,270.80502011022094,0.0,15.0,20412354.14013047,16125271.702713413,0.006666666666666821,100,100,1500.0,50,30,50,30,1.0,1.0
11,priority,0.9830642793657584,1.0,0.9812484780837344,0.9804236039759926,1500.0,270.80502011022094,-6.666666666666665,270.80502011022094,0.0,15.0,20409828.36103133,16128810.36360447,0.006666666666666821,100,100,1500.0,50,30,50,30,1.0,1.0
12,priority,0.9829383518167301,1.0,0.9811024781869022,0.9803647860498587,1500.0,270.80502011022094,-6.666666666666665,270.80502011022094,0.0,15.0,20358509.156666957,16139028.861438321,0.006666666666666821,100,100,1500.0,50,30,50,30,1.0,1.0
