slot,policy,jain,alpha_0,alpha_1,alpha_2,weighted_fairness,gini,max_min,mean_rate,cell_edge_rate,operator_imbalance,num_users,num_allocated,total_allocation
150,priority,0.01,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.99,0.0,19334688.06949599,1190547.158405627,0.6666666666666667,5000,50,750.0
151,priority,0.01,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.99,0.0,20511032.032265667,2884456.051649559,0.6666666666666667,5000,50,750.0
152,priority,0.01,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.99,0.0,16769232.408886097,1837117.510195452,0.6666666666666667,5000,50,750.0
153,priority,0.01,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.99,0.0,18548963.519548703,1044297.7194139899,0.6666666666666667,5000,50,750.0
154,priority,0.01,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.99,0.0,17619515.423369426,1738589.188916642,0.6666666666666667,5000,50,750.0
155,priority,0.01,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.99,0.0,18159367.11594334,2181559.296666401,0.6666666666666667,5000,50,750.0
156,priority,0.01,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.99,0.0,20414190.16806607,1921976.6217459734,0.6666666666666667,5000,50,750.0
157,priority,0.01,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.99,0.0,19353867.25111115,824805.5702634424,0.6666666666666667,5000,50,750.0
158,priority,0.01,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.99,0.0,19854991.74780162,1933779.3155108134,0.6666666666666667,5000,50,750.0
159,priority,0.01,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.99,0.0,17960090.04465257,2050474.0487112051,0.6666666666666667,5000,50,750.0
160,priority,0.01,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.99,0.0,19303394.631542314,1854429.7988951188,0.6666666666666667,5000,50,750.0
161,priority,0.01,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.99,0.0,23816554.975377418,2916069.45805437,0.6666666666666667,5000,50,750.0
162,priority,0.01,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.99,0.0,21270616.95007382,3028425.947727508,0.6666666666666667,5000,50,750.0
163,priority,0.01,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.99,0.0,21478155.69833546,4394192.2410440575,0.6666666666666667,5000,50,750.0
164,priority,0.01,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.99,0.0,18828239.421068065,1316274.392411494,0.6666666666666667,5000,50,750.0
