slot,policy,jain,jain_allocation,urban_jain,rural_jain,alpha_0,alpha_1,alpha_2,weighted_fairness,gini,max_min,mean_rate,cell_edge_rate,operator_imbalance,num_users,num_allocated,total_allocation,urban_allocated,rural_allocated,total_urban,total_rural,urban_allocation_rate,rural_allocation_rate
0,priority,0.9831294053899071,0.5,0.9811332824439544,0.984494653297473,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,19398849.366197966,15174233.027419634,0.01333333333333342,100,50,750.0,30,14,50,30,0.6,0.4666666666666667
1,priority,0.9779051180179525,0.5,0.9818508995102342,0.9705763715085968,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18293447.868801452,15210917.2811956,0.01333333333333342,100,50,750.0,30,14,50,30,0.6,0.4666666666666667
2,priority,0.9780503840525475,0.5,0.9819357594407082,0.9708219934304312,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18329571.233053826,15271394.503264999,0.01333333333333342,100,50,750.0,30,14,50,30,0.6,0.4666666666666667
3,priority,0.9819639008908377,0.5,0.9807778494991464,0.9805824101290965,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18342092.089802284,14362610.838715812,0.01333333333333342,100,50,750.0,30,14,50,30,0.6,0.4666666666666667
4,priority,0.9819772683616257,0.5,0.9807523264337998,0.9806724757834783,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18336289.723897483,14339110.17787823,0.01333333333333342,100,50,750.0,30,14,50,30,0.6,0.4666666666666667
5,priority,0.9819861018838287,0.5,0.9808029192341233,0.9806340761877089,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18351538.574414905,14344335.046426851,0.01333333333333342,100,50,750.0,30,14,50,30,0.6,0.4666666666666667
6,priority,0.9819094371710769,0.5,0.9807741871557468,0.9804057105640799,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18321267.92431981,14346768.672571782,0.01333333333333342,100,50,750.0,30,14,50,30,0.6,0.4666666666666667
7,priority,0.9819353426425369,0.5,0.9807371923311385,0.9806092228194904,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18327256.681364078,14328909.038589526,0.01333333333333342,100,50,750.0,30,14,50,30,0.6,0.4666666666666667
8,priority,0.9819906045967992,0.5,0.9807577181452586,0.9807652361577116,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18322802.17649281,14336684.869977627,0.01333333333333342,100,50,750.0,30,14,50,30,0.6,0.4666666666666667
9,priority,0.9819644180648214,0.5,0.9808122256137961,0.9806489219272787,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18340402.627727177,14295575.698620407,0.01333333333333342,100,50,750.0,30,14,50,30,0.6,0.4666666666666667
10,priority,0.9819967328724316,0.5,0.9807868445076527,0.9806912444980591,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18322386.088863604,14314959.530723384,0.01333333333333342,100,50,750.0,30,14,50,30,0.6,0.4666666666666667
11,priority,0.9819302188302413,0.5,0.9807643918235645,0.9805891856668811,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18322249.0670879,14337051.397957996,0.01333333333333342,100,50,750.0,30,14,50,30,0.6,0.4666666666666667
12,priority,0.9818217918251084,0.5,0.9807365549915749,0.980185123281789,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18290522.15751433,14297497.070180075,0.01333333333333342,100,50,750.0,30,14,50,30,0.6,0.4666666666666667
13,priority,0.9815186805938454,0.5,0.9806442159919528,0.9795539016708598,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18221207.339180045,14218667.971658237,0.01333333333333342,100,50,750.0,30,14,50,30,0.6,0.4666666666666667
14,priority,0.9817680172852139,0.5,0.9806962426077259,0.98013544278702,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18266111.271007825,14261066.612846356,0.01333333333333342,100,50,750.0,30,14,50,30,0.6,0.4666666666666667
15,priority,0.9819408576897647,0.5,0.9808289766197826,0.9804824270968725,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18336363.867768012,14341342.607211705,0.01333333333333342,100,50,750.0,30,14,50,30,0.6,0.4666666666666667
