slot,policy,jain,jain_allocation,urban_jain,rural_jain,alpha_0,alpha_1,alpha_2,weighted_fairness,gini,max_min,mean_rate,cell_edge_rate,operator_imbalance,num_users,num_allocated,total_allocation,urban_allocated,rural_allocated,total_urban,total_rural,urban_allocation_rate,rural_allocation_rate
0,demand,0.9848380660416616,0.5,0.9822764038475387,0.9846353840013387,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,19223315.947095595,15253503.702768464,0.06666666666666665,100,50,750.0,30,13,50,30,0.6,0.43333333333333335
1,demand,0.9861232815276332,0.5,0.9877726484262608,0.9867132578192078,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18035413.47783874,15259380.016857134,0.01333333333333342,100,50,750.0,27,15,50,30,0.54,0.5
2,demand,0.9785292000530901,0.5,0.9829781968296574,0.9686272749643611,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18318844.792514294,14516906.375369705,0.02666666666666684,100,50,750.0,32,12,50,30,0.64,0.4
3,demand,0.9780492488780912,0.5,0.9760134456133905,0.9752849019649306,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18136511.110627376,14041829.38563024,0.08000000000000007,100,50,750.0,27,15,50,30,0.54,0.5
4,demand,0.9805538513375925,0.5,0.9778429050727662,0.9790638981766957,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18416515.290541407,14339401.481335558,0.040000000000000036,100,50,750.0,30,13,50,30,0.6,0.43333333333333335
5,demand,0.98215626303734,0.5,0.9827096012807459,0.9773296996074723,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18170707.652101487,14269564.10415028,0.040000000000000036,100,50,750.0,30,12,50,30,0.6,0.4
6,demand,0.9833572107391239,0.5,0.9831564051719719,0.9808750319229015,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18121584.177185114,14313833.228080587,0.040000000000000036,100,50,750.0,30,13,50,30,0.6,0.43333333333333335
7,demand,0.9793402215485231,0.5,0.9784318121508175,0.978516652332054,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18429734.35275332,14053420.106482092,0.040000000000000036,100,50,750.0,32,13,50,30,0.64,0.43333333333333335
8,demand,0.9827128655408062,0.5,0.9797862798073986,0.9852604645698391,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18491209.96172131,15025229.736708581,0.053333333333333455,100,50,750.0,31,14,50,30,0.62,0.4666666666666667
9,demand,0.9798553569934642,0.5,0.9777791648835481,0.980579331426811,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18162918.01472453,13643419.43177058,0.09333333333333349,100,50,750.0,30,13,50,30,0.6,0.43333333333333335
10,demand,0.9800408948975101,0.5,0.9805957194275855,0.9772104266971188,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18494190.28727896,14137354.731604127,0.01333333333333342,100,50,750.0,27,17,50,30,0.54,0.5666666666666667
11,demand,0.9791744146442852,0.5,0.9762834735750244,0.9792296235802853,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18246857.154694166,14025410.060248578,0.01333333333333342,100,50,750.0,29,15,50,30,0.58,0.5
12,demand,0.9822783958953141,0.5,0.9820551325614711,0.9807197473951105,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18674296.587367058,14598951.086279657,0.01333333333333342,100,50,750.0,30,16,50,30,0.6,0.5333333333333333
13,demand,0.9809648621099989,0.5,0.9785250812641708,0.9803267530876089,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18457825.621275734,14606690.529167332,0.01333333333333342,100,50,750.0,29,12,50,30,0.58,0.4
14,demand,0.9794710690887176,0.5,0.9790352614958442,0.9729925625972399,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18480845.41937808,14232342.662983876,0.02666666666666684,100,50,750.0,28,12,50,30,0.56,0.4
15,demand,0.9817157354159012,0.5,0.9791775049651307,0.9813802966197903,750.0,135.40251005511047,-3.3333333333333335,135.40251005511047,0.5,0.0,18446062.548983812,14061723.993785692,0.053333333333333455,100,50,750.0,30,11,50,30,0.6,0.36666666666666664
