slot,policy,jain,jain_allocation,urban_jain,rural_jain,alpha_0,alpha_1,alpha_2,weighted_fairness,gini,max_min,mean_rate,cell_edge_rate,operator_imbalance,num_users,num_allocated,total_allocation,urban_allocated,rural_allocated,total_urban,total_rural,urban_allocation_rate,rural_allocation_rate
0,fairshare,0.9947857510462135,0.29,0.9941399533609783,0.9954321462652441,435.0,78.53345583196409,-1.9333333333333333,78.53345583196409,0.71,0.0,20398576.930322293,18812676.58837779,0.02298850574712641,100,29,435.0,12,10,50,30,0.24,0.3333333333333333
1,fairshare,0.9918011595571249,0.29,0.9957185861734225,0.9840671002077996,435.0,78.53345583196409,-1.9333333333333333,78.53345583196409,0.71,0.0,19822879.201631784,17717141.310205325,0.09195402298850586,100,29,435.0,12,10,50,30,0.24,0.3333333333333333
2,fairshare,0.9919770247648753,0.29,0.9957228350644503,0.984514548313457,435.0,78.53345583196409,-1.9333333333333333,78.53345583196409,0.71,0.0,19861145.697202813,17776905.7075597,0.06896551724137945,100,29,435.0,12,10,50,30,0.24,0.3333333333333333
3,fairshare,0.9944977338413401,0.29,0.9928388036853081,0.9980253943200348,435.0,78.53345583196409,-1.9333333333333333,78.53345583196409,0.71,0.0,20398112.55677349,18469448.867672607,0.06896551724137945,100,29,435.0,12,10,50,30,0.24,0.3333333333333333
4,fairshare,0.9944322320825296,0.29,0.9928400572243579,0.9980478876128942,435.0,78.53345583196409,-1.9333333333333333,78.53345583196409,0.71,0.0,20385338.81488057,18455519.566171058,0.06896551724137945,100,29,435.0,12,10,50,30,0.24,0.3333333333333333
5,fairshare,0.9944676561126287,0.29,0.9928356174046278,0.9981131025591228,435.0,78.53345583196409,-1.9333333333333333,78.53345583196409,0.71,0.0,20399005.01998095,18458891.47028283,0.06896551724137945,100,29,435.0,12,10,50,30,0.24,0.3333333333333333
6,fairshare,0.9944802520243758,0.29,0.9928470967879621,0.9980905763661834,435.0,78.53345583196409,-1.9333333333333333,78.53345583196409,0.71,0.0,20407986.932807516,18466492.07988791,0.06896551724137945,100,29,435.0,12,10,50,30,0.24,0.3333333333333333
7,fairshare,0.9944648835139975,0.29,0.9928409254296232,0.9980495056376955,435.0,78.53345583196409,-1.9333333333333333,78.53345583196409,0.71,0.0,20412506.76522272,18472841.99827839,0.06896551724137945,100,29,435.0,12,10,50,30,0.24,0.3333333333333333
8,fairshare,0.9944372528554465,0.29,0.9928405109671954,0.9980291555826093,435.0,78.53345583196409,-1.9333333333333333,78.53345583196409,0.71,0.0,20406107.618966978,18458978.133102074,0.06896551724137945,100,29,435.0,12,10,50,30,0.24,0.3333333333333333
9,fairshare,0.9944844746217915,0.29,0.9928405109671954,0.9981044852477765,435.0,78.53345583196409,-1.9333333333333333,78.53345583196409,0.71,0.0,20403520.703827366,18458978.133102074,0.06896551724137945,100,29,435.0,12,10,50,30,0.24,0.3333333333333333
