slot,policy,jain,jain_allocation,urban_jain,rural_jain,alpha_0,alpha_1,alpha_2,weighted_fairness,gini,max_min,mean_rate,cell_edge_rate,operator_imbalance,num_users,num_allocated,total_allocation,urban_allocated,rural_allocated,total_urban,total_rural,urban_allocation_rate,rural_allocation_rate
0,static,0.9834749358125185,0.7670579275635669,0.9817586131266631,0.9855715856993041,2220.809104714389,260.55455369811784,-2.786623100384274,260.55455369811784,0.2769126102673596,0.0,18922064.22710869,14945495.4528874,0.0039643875728954114,100,78,2220.809104714389,38,27,50,30,0.76,0.9
1,static,0.9815147042372219,0.7655172036533933,0.9818785788579689,0.98050748360671,2150.797416142163,258.0026143144172,-2.8804416927767558,258.0026143144172,0.2792094427873748,0.0,18326932.36025634,15059408.431302387,0.0019400501355626432,100,78,2150.797416142163,42,23,50,30,0.84,0.7666666666666667
2,static,0.983167694656303,0.7668087272460918,0.9839688545504234,0.9808779558633149,2121.604210714151,257.00486779096315,-2.9149476759940454,257.00486779096315,0.2759795893107744,0.0,18078622.854272828,15035073.846440699,0.0072771468418391105,100,78,2121.6042107141507,44,22,50,30,0.88,0.7333333333333333
3,static,0.977671759691974,0.7624962217397315,0.9764489482308484,0.9756195606066046,2180.820911044629,258.8876495494913,-2.8564613324135935,258.8876495494913,0.2871368992790946,0.0,18582882.84357563,14147180.214083826,0.02186024676771625,100,78,2180.820911044629,39,26,50,30,0.78,0.8666666666666667
4,static,0.9790761337656441,0.7635984234546409,0.9766923472493907,0.9768507929897228,2176.8344088077442,258.8080692764049,-2.856874748825512,258.8080692764049,0.2846913529164703,0.0,18548791.259673912,14256036.601467622,0.017381977962902084,100,78,2176.834408807744,36,26,50,30,0.72,0.8666666666666667
5,static,0.9783947435936788,0.7630627000013321,0.9759106182609796,0.9747697850666662,2142.7745660212113,257.564173619959,-2.9027273084069702,257.564173619959,0.28585669495482735,0.0,18259269.939276647,14155621.050537005,0.011063373943225985,100,78,2142.774566021211,36,26,50,30,0.72,0.8666666666666667
6,static,0.9816988946555434,0.7656453949221304,0.9800079802010316,0.9797471378528674,2140.278027332474,257.58522004215814,-2.898601674358258,257.58522004215814,0.28085751892215316,0.0,18237845.1836137,14137577.931622459,0.0162562596576028,100,78,2140.2780273324734,40,22,50,30,0.8,0.7333333333333333
7,static,0.9796911174603851,0.764084031043644,0.9786253456609529,0.9753618345705212,2179.515408663036,258.93350373750354,-2.850982358203315,258.93350373750354,0.28398386206909976,0.0,18571454.40006087,14224596.985814285,0.015954624823502073,100,78,2179.5154086630355,34,29,50,30,0.68,0.9666666666666667
8,static,0.9788516048214569,0.7634124366415058,0.9756182890133565,0.9767579056836014,2145.8851491229593,257.6711648006737,-2.899855229584138,257.6711648006737,0.28580784519582036,0.0,18285858.95646495,14113340.475194203,0.023957326058784645,100,78,2145.885149122959,35,27,50,30,0.7,0.9
9,static,0.9783413477092199,0.7630188174166866,0.9753728124298843,0.976854140730972,2151.5978752309843,257.87545329954514,-2.8918424475125866,257.87545329954514,0.28579541032753175,0.0,18334337.88191507,14064993.466277624,0.021555842736719732,100,78,2151.5978752309834,38,24,50,30,0.76,0.8
